step,step,quant_error,codebook_utilization,codebook_perplexity,wasserstein_distance
1,0,228.93603515625,0.00030517578125,2.920914888381958,16.971445083618164
2,1,5.288740634918213,0.025390625,11.649637222290039,2.726200580596924
3,100,0.7899318337440491,0.02587890625,180.7100372314453,2.1410701274871826
4,200,0.6219303011894226,0.038818359375,414.5486145019531,2.0472605228424072
5,300,0.552166223526001,0.05010986328125,639.979248046875,1.8972771167755127
6,400,0.516410231590271,0.06097412109375,816.6773681640625,1.899560570716858
7,500,0.48884278535842896,0.0716552734375,1004.8253784179688,1.8006041049957275
8,600,0.4672105312347412,0.08251953125,1181.8375244140625,1.733079195022583
9,700,0.4509967863559723,0.09283447265625,1340.16650390625,1.5591652393341064
10,800,0.43623611330986023,0.1029052734375,1502.3394775390625,1.6731458902359009
11,900,0.42427781224250793,0.112548828125,1657.3707275390625,1.5575717687606812
12,1000,0.41357240080833435,0.12237548828125,1814.45947265625,1.6900595426559448
13,1100,0.4046846330165863,0.13140869140625,1948.60888671875,1.597116470336914
14,1200,0.3962656259536743,0.14044189453125,2084.84814453125,1.7510204315185547
15,1300,0.38958990573883057,0.14910888671875,2223.515625,1.66495943069458
16,1400,0.3833630383014679,0.15777587890625,2359.658203125,1.7019964456558228
17,1500,0.3771060109138489,0.16619873046875,2490.383056640625,1.5707834959030151
18,1600,0.371652215719223,0.174072265625,2626.069091796875,1.7408443689346313
19,1700,0.3662751615047455,0.1826171875,2761.71435546875,1.9792181253433228
20,1800,0.3620813190937042,0.19036865234375,2882.8623046875,1.4661363363265991
21,1900,0.35778945684432983,0.1982421875,3005.81982421875,1.2877832651138306
22,2000,0.35354968905448914,0.20684814453125,3142.924072265625,1.677822232246399
