step,step,quant_error,codebook_utilization,codebook_perplexity,wasserstein_distance
1,0,228.93603515625,0.00030517578125,2.920914888381958,16.971445083618164
2,1,228.7966766357422,0.000244140625,2.921311616897583,16.966827392578125
3,100,181.55638122558594,0.00030517578125,2.9602856636047363,15.305059432983398
4,200,135.9129638671875,0.00048828125,3.040268898010254,13.474790573120117
5,300,96.93570709228516,0.0006103515625,3.175063133239746,11.642857551574707
6,400,64.67547607421875,0.0006103515625,3.4710566997528076,9.811600685119629
7,500,39.117923736572266,0.0008544921875,4.144248008728027,7.981265068054199
8,600,20.243452072143555,0.00146484375,5.884575843811035,6.152173042297363
9,700,7.955527305603027,0.00439453125,12.728532791137695,4.3180131912231445
10,800,1.9664841890335083,0.079833984375,145.84959411621094,2.4868764877319336
11,900,0.347270667552948,0.87628173828125,8530.5712890625,0.6561119556427002
12,1000,0.2706466317176819,0.999267578125,14884.8330078125,0.012131810188293457
13,1100,0.27020561695098877,0.99945068359375,14869.9345703125,0.011027193628251553
14,1200,0.27052462100982666,0.99932861328125,14864.6611328125,0.009560232050716877
15,1300,0.27045392990112305,0.99951171875,14845.548828125,0.01108119823038578
16,1400,0.27065619826316833,0.99920654296875,14851.1708984375,0.011447777040302753
17,1500,0.2704448401927948,0.9991455078125,14866.2490234375,0.012989803217351437
18,1600,0.2703636884689331,0.99957275390625,14841.783203125,0.010539802722632885
19,1700,0.2704463601112366,0.9990234375,14842.5771484375,0.009531397372484207
20,1800,0.2702789902687073,0.9993896484375,14848.1826171875,0.010552371852099895
21,1900,0.2704204022884369,0.99945068359375,14872.33203125,0.011260975152254105
22,2000,0.2703874409198761,0.99908447265625,14839.0947265625,0.012174638919532299
