step,step,quant_error,codebook_utilization,codebook_perplexity,wasserstein_distance
1,0,169.06231689453125,0.000244140625,1.01827871799469,13.944442749023438
2,1,98.81034088134766,6.103515625e-05,1.0,13.944442749023438
3,100,0.6436723470687866,0.09710693359375,965.1246337890625,13.944442749023438
4,200,0.6315138936042786,0.09735107421875,985.1990966796875,13.944442749023438
5,300,0.6274886727333069,0.09722900390625,989.6494140625,13.944442749023438
6,400,0.6267216205596924,0.09808349609375,1001.6765747070312,13.944442749023438
7,500,0.6246992945671082,0.0986328125,1004.7410278320312,13.944442749023438
8,600,0.6206658482551575,0.0994873046875,1012.7728881835938,13.944442749023438
9,700,0.6174474954605103,0.09979248046875,1019.2424926757812,13.944442749023438
10,800,0.6116119623184204,0.10009765625,1025.9354248046875,13.944442749023438
11,900,0.6078747510910034,0.10125732421875,1035.1783447265625,13.944442749023438
12,1000,0.6044381260871887,0.10174560546875,1048.2535400390625,13.944442749023438
13,1100,0.5998088121414185,0.10137939453125,1057.19970703125,13.944442749023438
14,1200,0.5974449515342712,0.1019287109375,1073.4969482421875,13.944442749023438
15,1300,0.5962634086608887,0.10345458984375,1085.8973388671875,13.944442749023438
16,1400,0.5936536192893982,0.10443115234375,1097.6700439453125,13.944442749023438
17,1500,0.5913485288619995,0.10546875,1108.3775634765625,13.944442749023438
18,1600,0.5906288027763367,0.10614013671875,1115.0728759765625,13.944442749023438
19,1700,0.5883941650390625,0.10675048828125,1120.16064453125,13.944442749023438
20,1800,0.5881631970405579,0.106689453125,1126.3011474609375,13.944442749023438
21,1900,0.5881580114364624,0.10699462890625,1134.6673583984375,13.944442749023438
22,2000,0.5862933993339539,0.10699462890625,1138.214111328125,13.944442749023438
