step,step,quant_error,codebook_utilization,codebook_perplexity,wasserstein_distance
1,0,151.7913360595703,0.00030517578125,2.9958508014678955,14.143020629882812
2,1,2.2428712844848633,0.00030517578125,3.5946524143218994,146828.8125
3,100,1.995693564414978,0.0003662109375,5.92374849319458,14.397095680236816
4,200,1.9833327531814575,0.0003662109375,5.994307994842529,14.22231388092041
5,300,1.9809236526489258,0.0003662109375,5.998083591461182,14.221631050109863
6,400,1.9791162014007568,0.0003662109375,5.999691009521484,14.220903396606445
7,500,1.9772077798843384,0.0003662109375,5.999445915222168,14.221888542175293
8,600,1.9750436544418335,0.0003662109375,5.999886989593506,14.22398853302002
9,700,1.9768255949020386,0.0003662109375,5.99989128112793,14.220771789550781
10,800,1.9732768535614014,0.0003662109375,5.999720096588135,14.220711708068848
11,900,1.9743908643722534,0.0003662109375,5.999754428863525,14.220876693725586
12,1000,1.9783052206039429,0.0003662109375,5.999964237213135,14.220842361450195
13,1100,1.9733946323394775,0.0003662109375,5.999732971191406,14.220168113708496
14,1200,1.9736361503601074,0.0003662109375,5.999736785888672,14.221935272216797
15,1300,1.9759889841079712,0.0003662109375,5.999847412109375,14.222101211547852
16,1400,1.9791730642318726,0.0003662109375,5.9998087882995605,14.220504760742188
17,1500,1.9738259315490723,0.0003662109375,5.999734878540039,14.219679832458496
18,1600,1.9738646745681763,0.0003662109375,5.999848365783691,14.220638275146484
19,1700,1.9725793600082397,0.0003662109375,5.999684810638428,14.221099853515625
20,1800,1.9750921726226807,0.0003662109375,5.999860763549805,14.221129417419434
21,1900,1.9771174192428589,0.0003662109375,5.999668598175049,14.221129417419434
22,2000,1.974097728729248,0.0003662109375,5.9997878074646,14.222877502441406
