step,step,quant_error,codebook_utilization,codebook_perplexity,wasserstein_distance
1,0,346.2579650878906,6.103515625e-05,1.0,19.58841323852539
2,1,201.12355041503906,6.103515625e-05,1.0,19.58841323852539
3,100,0.6933277249336243,0.07086181640625,716.8914794921875,19.58841323852539
4,200,0.683164656162262,0.07171630859375,722.9904174804688,19.58841323852539
5,300,0.6786620020866394,0.07073974609375,725.5225219726562,19.58841323852539
6,400,0.6752934455871582,0.0711669921875,730.7395629882812,19.58841323852539
7,500,0.6703528165817261,0.0714111328125,733.8724975585938,19.58841323852539
8,600,0.6655759215354919,0.07208251953125,737.4066162109375,19.58841323852539
9,700,0.661803126335144,0.07171630859375,743.9478149414062,19.58841323852539
10,800,0.658223032951355,0.07147216796875,744.5902099609375,19.58841323852539
11,900,0.6547268033027649,0.0718994140625,751.91943359375,19.58841323852539
12,1000,0.6518704295158386,0.07122802734375,756.085693359375,19.58841323852539
13,1100,0.6469721794128418,0.07244873046875,765.1583862304688,19.58841323852539
14,1200,0.6427711844444275,0.07257080078125,775.40478515625,19.58841323852539
15,1300,0.6418339014053345,0.07269287109375,775.8112182617188,19.58841323852539
16,1400,0.6407747268676758,0.07293701171875,780.017333984375,19.58841323852539
17,1500,0.6400972008705139,0.07293701171875,784.3441162109375,19.58841323852539
18,1600,0.6394246220588684,0.07366943359375,784.5008544921875,19.58841323852539
19,1700,0.6390022039413452,0.0738525390625,788.380615234375,19.58841323852539
20,1800,0.6379169821739197,0.07305908203125,787.4263305664062,19.58841323852539
21,1900,0.6393154263496399,0.07421875,789.0734252929688,19.58841323852539
22,2000,0.6370887756347656,0.07342529296875,792.5769653320312,19.58841323852539
