step,step,quant_error,codebook_utilization,codebook_perplexity,wasserstein_distance
1,0,1.0914337635040283,0.63671875,3286.639892578125,1.1407458782196045
2,1,1.07088041305542,0.644287109375,3363.755615234375,1.1407458782196045
3,100,0.33502089977264404,0.87432861328125,10761.6259765625,1.1407458782196045
4,200,0.3225477337837219,0.8955078125,11334.75,1.1407458782196045
5,300,0.3090575039386749,0.91552734375,12006.3779296875,1.1407458782196045
6,400,0.29685065150260925,0.94818115234375,12800.373046875,1.1407458782196045
7,500,0.28043434023857117,0.98846435546875,14041.912109375,1.1407458782196045
8,600,0.26704925298690796,0.99951171875,14952.5126953125,1.1407458782196045
9,700,0.26545029878616333,0.99993896484375,15037.0986328125,1.1407458782196045
10,800,0.26497554779052734,0.99993896484375,15055.56640625,1.1407458782196045
11,900,0.2646414637565613,0.99957275390625,15038.24609375,1.1407458782196045
12,1000,0.2651115655899048,0.9998779296875,15046.9384765625,1.1407458782196045
13,1100,0.2648429870605469,0.99951171875,15058.6962890625,1.1407458782196045
14,1200,0.265365332365036,0.99969482421875,15050.9716796875,1.1407458782196045
15,1300,0.26511356234550476,0.99993896484375,15033.3837890625,1.1407458782196045
16,1400,0.26518261432647705,0.99969482421875,15055.0771484375,1.1407458782196045
17,1500,0.265060693025589,0.99969482421875,15066.3232421875,1.1407458782196045
18,1600,0.26486101746559143,0.999755859375,15046.55078125,1.1407458782196045
19,1700,0.2650342881679535,0.99993896484375,15039.5791015625,1.1407458782196045
20,1800,0.2650708854198456,0.9998779296875,15065.275390625,1.1407458782196045
21,1900,0.2651687562465668,0.99993896484375,15050.7998046875,1.1407458782196045
22,2000,0.2648719549179077,0.999755859375,15037.3994140625,1.1407458782196045
