step,step,quant_error,codebook_utilization,codebook_perplexity,wasserstein_distance
1,0,45.48257827758789,0.000732421875,3.879650831222534,8.486176490783691
2,1,1.971239447593689,0.00067138671875,8.24128532409668,146778.390625
3,100,1.4460678100585938,0.00140380859375,22.60808563232422,8.903125762939453
4,200,1.3960280418395996,0.00140380859375,22.96646499633789,8.60880184173584
5,300,1.3891500234603882,0.00140380859375,22.958911895751953,8.60741901397705
6,400,1.3893829584121704,0.00140380859375,22.967161178588867,8.6074857711792
7,500,1.3883030414581299,0.00140380859375,22.968475341796875,8.607787132263184
8,600,1.3846625089645386,0.00140380859375,22.97771644592285,8.610084533691406
9,700,1.3857005834579468,0.00140380859375,22.970748901367188,8.606500625610352
10,800,1.382567048072815,0.00140380859375,22.974790573120117,8.607147216796875
11,900,1.3842986822128296,0.00140380859375,22.972719192504883,8.607406616210938
12,1000,1.3841789960861206,0.00140380859375,22.978483200073242,8.606743812561035
13,1100,1.3821895122528076,0.00140380859375,22.975820541381836,8.606776237487793
14,1200,1.3821299076080322,0.00140380859375,22.978378295898438,8.608278274536133
15,1300,1.3854693174362183,0.00140380859375,22.976932525634766,8.608194351196289
16,1400,1.3834787607192993,0.00140380859375,22.978193283081055,8.607120513916016
17,1500,1.3831287622451782,0.00140380859375,22.977890014648438,8.605537414550781
18,1600,1.38062584400177,0.00140380859375,22.982318878173828,8.606313705444336
19,1700,1.3808038234710693,0.00140380859375,22.978778839111328,8.60745906829834
20,1800,1.380932331085205,0.00140380859375,22.979938507080078,8.607107162475586
21,1900,1.3841599225997925,0.00140380859375,22.97222137451172,8.607720375061035
22,2000,1.3806618452072144,0.00140380859375,22.981616973876953,8.609057426452637
