step,step,quant_error,codebook_utilization,codebook_perplexity,wasserstein_distance
1,0,16.267221450805664,0.00189208984375,6.8307085037231445,5.6577630043029785
2,1,5.333599090576172,0.00018310546875,2.1248128414154053,5.653300762176514
3,100,1.7931751012802124,0.00115966796875,9.036508560180664,4.542304515838623
4,200,1.3199481964111328,0.01348876953125,32.814453125,3.321068286895752
5,300,0.7922137379646301,0.12176513671875,281.4512634277344,2.0939366817474365
6,400,0.40008991956710815,0.763427734375,5188.5166015625,0.8610823154449463
7,500,0.27026402950286865,0.99847412109375,14576.08203125,0.010197612456977367
8,600,0.2669360339641571,0.99853515625,14644.8720703125,0.010553873144090176
9,700,0.2640352249145508,0.9990234375,14683.3720703125,0.00979116465896368
10,800,0.2609604597091675,0.99847412109375,14704.4755859375,0.010517354123294353
11,900,0.2590126395225525,0.99871826171875,14748.5048828125,0.01033194363117218
12,1000,0.25753721594810486,0.998779296875,14779.6357421875,0.011230620555579662
13,1100,0.25489500164985657,0.9989013671875,14825.388671875,0.009946509264409542
14,1200,0.2540840804576874,0.99884033203125,14841.01953125,0.008820390328764915
15,1300,0.2524840235710144,0.99859619140625,14858.3251953125,0.008674786426126957
16,1400,0.2510933578014374,0.9989013671875,14899.4609375,0.00968908704817295
17,1500,0.24965925514698029,0.99853515625,14925.287109375,0.011372027918696404
18,1600,0.24865557253360748,0.99896240234375,14934.61328125,0.010607005096971989
19,1700,0.24751359224319458,0.9990234375,14983.74609375,0.008317388594150543
20,1800,0.24667249619960785,0.99871826171875,15004.39453125,0.007573313545435667
21,1900,0.24581179022789001,0.99853515625,15043.2802734375,0.009910986758768559
22,2000,0.24495388567447662,0.99884033203125,15034.8759765625,0.011667908169329166
