step,step,quant_error,codebook_utilization,codebook_perplexity,wasserstein_distance
1,0,119.02568054199219,0.00262451171875,2.6231026649475098,14.149380683898926
2,1,92.78450012207031,0.0003662109375,1.6400045156478882,14.143013954162598
3,100,7.37576150894165,0.00018310546875,1.9970226287841797,12.660301208496094
4,200,7.360487461090088,0.0008544921875,2.0034220218658447,10.825343132019043
5,300,6.911805629730225,0.00244140625,3.0544791221618652,8.997071266174316
6,400,5.321048736572266,0.00946044921875,11.710389137268066,7.163976192474365
7,500,4.04332160949707,0.04266357421875,42.367671966552734,5.333273410797119
8,600,2.742244243621826,0.2203369140625,283.56243896484375,3.4813270568847656
9,700,1.654111385345459,0.866943359375,3126.8369140625,1.6161396503448486
10,800,1.2321953773498535,0.99688720703125,12409.150390625,0.037999484688043594
11,900,1.1628329753875732,0.9971923828125,12543.61328125,0.018374871462583542
12,1000,1.1377493143081665,0.998046875,12868.880859375,0.016142209991812706
13,1100,1.1177973747253418,0.9976806640625,13092.583984375,0.016955509781837463
14,1200,1.1052545309066772,0.998046875,13349.359375,0.01897946186363697
15,1300,1.0925488471984863,0.997802734375,13512.90234375,0.01827014982700348
16,1400,1.0818449258804321,0.997802734375,13703.7783203125,0.019081411883234978
17,1500,1.0688868761062622,0.99847412109375,13843.1435546875,0.01504341047257185
18,1600,1.0656523704528809,0.9984130859375,13971.435546875,0.01940002292394638
19,1700,1.0603560209274292,0.99853515625,14141.0224609375,0.01817716658115387
20,1800,1.0550504922866821,0.9981689453125,14194.4462890625,0.020098529756069183
21,1900,1.045414686203003,0.99847412109375,14296.1181640625,0.01568128727376461
22,2000,1.0423381328582764,0.99853515625,14404.0400390625,0.018591847270727158
