step,step,quant_error,codebook_utilization,codebook_perplexity,wasserstein_distance
1,0,185.9935302734375,0.00177001953125,1.8201484680175781,16.977800369262695
2,1,105.75559997558594,0.00030517578125,1.4735288619995117,16.973554611206055
3,100,8.008737564086914,6.103515625e-05,1.0,16.976900100708008
4,200,7.999988555908203,6.103515625e-05,1.0,16.972850799560547
5,300,7.988337993621826,6.103515625e-05,1.0,16.97598648071289
6,400,8.00549602508545,6.103515625e-05,1.0,16.975996017456055
7,500,8.001481056213379,6.103515625e-05,1.0,16.98126983642578
8,600,8.007349014282227,6.103515625e-05,1.0,16.977638244628906
9,700,7.9830322265625,6.103515625e-05,1.0,16.976463317871094
10,800,7.999337196350098,6.103515625e-05,1.0,16.971927642822266
11,900,7.9896087646484375,6.103515625e-05,1.0,16.972381591796875
12,1000,8.01047134399414,6.103515625e-05,1.0,16.978357315063477
13,1100,7.998894691467285,6.103515625e-05,1.0,16.97669792175293
14,1200,8.00979232788086,6.103515625e-05,1.0,16.978261947631836
15,1300,8.009748458862305,6.103515625e-05,1.0,16.97433853149414
16,1400,8.00230884552002,6.103515625e-05,1.0,16.980365753173828
17,1500,7.978926181793213,6.103515625e-05,1.0,16.97614097595215
18,1600,7.993704795837402,6.103515625e-05,1.0,16.97446060180664
19,1700,8.013154983520508,6.103515625e-05,1.0,16.977018356323242
20,1800,8.00959587097168,6.103515625e-05,1.0,16.974525451660156
21,1900,7.98898983001709,6.103515625e-05,1.0,16.97723388671875
22,2000,7.998935222625732,6.103515625e-05,1.0,16.97808265686035
