step,step,quant_error,codebook_utilization,codebook_perplexity,wasserstein_distance
1,0,67.74907684326172,0.0040283203125,4.813248634338379,11.320964813232422
2,1,48.512733459472656,0.0008544921875,2.4455573558807373,11.31523609161377
3,100,6.314578533172607,0.00115966796875,5.041575908660889,10.286232948303223
4,200,5.534676551818848,0.00311279296875,9.09898853302002,9.060807228088379
5,300,4.920645713806152,0.00738525390625,15.564993858337402,7.841831684112549
6,400,4.185396194458008,0.017822265625,32.957733154296875,6.617741107940674
7,500,3.397932767868042,0.04229736328125,88.02963256835938,5.394258499145508
8,600,2.6998989582061768,0.12548828125,256.8675537109375,4.154191970825195
9,700,2.0701379776000977,0.35894775390625,899.6207885742188,2.9060280323028564
10,800,1.498826503753662,0.84356689453125,3949.4140625,1.6419843435287476
11,900,1.1394610404968262,0.99609375,12265.10546875,0.389350563287735
12,1000,1.1169406175613403,0.9984130859375,13478.7822265625,0.015714498236775398
13,1100,1.0913591384887695,0.99810791015625,13705.634765625,0.01404027733951807
14,1200,1.0777385234832764,0.99810791015625,13954.2978515625,0.01754300855100155
15,1300,1.0661596059799194,0.997802734375,14111.16796875,0.020030386745929718
16,1400,1.0557546615600586,0.99786376953125,14271.84375,0.01663786917924881
17,1500,1.0438462495803833,0.9984130859375,14391.4072265625,0.013545882888138294
18,1600,1.041087031364441,0.99853515625,14503.8935546875,0.015513363294303417
19,1700,1.036534309387207,0.99853515625,14617.81640625,0.013360096141695976
20,1800,1.0321766138076782,0.9986572265625,14698.5166015625,0.018572954460978508
21,1900,1.0235594511032104,0.99896240234375,14745.12890625,0.014896164648234844
22,2000,1.0209932327270508,0.99853515625,14822.6748046875,0.018643837422132492
