step,step,quant_error,codebook_utilization,codebook_perplexity,wasserstein_distance
1,0,245.718994140625,0.00152587890625,5.604930400848389,17.10392189025879
2,1,31.436378479003906,0.000244140625,1.3378305435180664,17.10392189025879
3,100,2.1353816986083984,0.09368896484375,869.8622436523438,17.10392189025879
4,200,2.116243600845337,0.096435546875,902.446533203125,17.10392189025879
5,300,2.1068637371063232,0.09564208984375,910.7036743164062,17.10392189025879
6,400,2.103248119354248,0.096923828125,915.3333740234375,17.10392189025879
7,500,2.097254753112793,0.098388671875,924.3806762695312,17.10392189025879
8,600,2.089008092880249,0.09844970703125,929.4214477539062,17.10392189025879
9,700,2.0849201679229736,0.1002197265625,939.8419799804688,17.10392189025879
10,800,2.0808939933776855,0.1004638671875,949.2098999023438,17.10392189025879
11,900,2.0757765769958496,0.10125732421875,952.8395385742188,17.10392189025879
12,1000,2.0681443214416504,0.10162353515625,960.8623657226562,17.10392189025879
13,1100,2.0660853385925293,0.10382080078125,969.93603515625,17.10392189025879
14,1200,2.0617778301239014,0.103759765625,977.8841552734375,17.10392189025879
15,1300,2.0599427223205566,0.10516357421875,989.6608276367188,17.10392189025879
16,1400,2.057894229888916,0.10638427734375,999.2865600585938,17.10392189025879
17,1500,2.0497124195098877,0.10791015625,1008.156982421875,17.10392189025879
18,1600,2.043283700942993,0.1085205078125,1018.229248046875,17.10392189025879
19,1700,2.0373730659484863,0.10906982421875,1028.3187255859375,17.10392189025879
20,1800,2.032867431640625,0.1094970703125,1038.9033203125,17.10392189025879
21,1900,2.0282015800476074,0.11077880859375,1053.370849609375,17.10392189025879
22,2000,2.028146505355835,0.11328125,1065.4949951171875,17.10392189025879
