step,step,quant_error,codebook_utilization,codebook_perplexity,wasserstein_distance
1,0,1.052964448928833,0.99615478515625,14714.3232421875,0.03663800284266472
2,1,1.0545990467071533,0.99530029296875,14705.3173828125,0.03659161552786827
3,100,1.0483856201171875,0.9952392578125,14719.501953125,0.03465767204761505
4,200,1.042866587638855,0.99578857421875,14735.865234375,0.03461885824799538
5,300,1.0377418994903564,0.99542236328125,14738.1982421875,0.03806167095899582
6,400,1.0358093976974487,0.9957275390625,14771.111328125,0.03786371648311615
7,500,1.0314723253250122,0.99639892578125,14772.5908203125,0.035644639283418655
8,600,1.0292242765426636,0.996337890625,14796.7568359375,0.03600948303937912
9,700,1.023443579673767,0.99554443359375,14772.857421875,0.03602676838636398
10,800,1.0232717990875244,0.99505615234375,14775.3935546875,0.033845171332359314
11,900,1.0174757242202759,0.99603271484375,14798.7333984375,0.03590625897049904
12,1000,1.0183357000350952,0.99658203125,14804.5771484375,0.03144320473074913
13,1100,1.0150604248046875,0.996337890625,14803.5888671875,0.03292778879404068
14,1200,1.014374017715454,0.9964599609375,14782.595703125,0.03125511109828949
15,1300,1.0119318962097168,0.9964599609375,14800.5673828125,0.03483129292726517
16,1400,1.0107126235961914,0.996337890625,14798.0556640625,0.03177450969815254
17,1500,1.0049279928207397,0.99627685546875,14779.5791015625,0.034210674464702606
18,1600,1.0070236921310425,0.99609375,14792.666015625,0.033957384526729584
19,1700,1.0059667825698853,0.99658203125,14794.7109375,0.03142888844013214
20,1800,1.0050891637802124,0.99639892578125,14802.3173828125,0.03374997153878212
21,1900,1.000430941581726,0.99658203125,14771.9560546875,0.03783586993813515
22,2000,1.0007941722869873,0.996826171875,14789.392578125,0.036008771508932114
