step,step,quant_error,codebook_utilization,codebook_perplexity,wasserstein_distance
1,0,1.052964448928833,0.99615478515625,14714.3232421875,0.03663800284266472
2,1,1.0533432960510254,0.998046875,14903.880859375,0.06614869087934494
3,100,1.0377581119537354,0.99932861328125,14978.3603515625,0.0663192942738533
4,200,1.02635657787323,0.99908447265625,14997.255859375,0.05879798159003258
5,300,1.0168747901916504,0.99908447265625,15003.0771484375,0.05366706848144531
6,400,1.0125914812088013,0.99908447265625,15006.626953125,0.050991740077733994
7,500,1.006872296333313,0.99932861328125,14999.7880859375,0.04413365200161934
8,600,1.0032756328582764,0.9993896484375,15004.5380859375,0.04111408814787865
9,700,0.99766606092453,0.9990234375,14964.78125,0.03383110091090202
10,800,0.9955218434333801,0.9993896484375,14956.05078125,0.031896237283945084
11,900,0.991327702999115,0.99969482421875,14947.80859375,0.029435912147164345
12,1000,0.9932553768157959,0.99951171875,14959.64453125,0.0265358816832304
13,1100,0.9896124601364136,0.99969482421875,14922.810546875,0.02441399171948433
14,1200,0.9891679286956787,0.9993896484375,14923.208984375,0.022472474724054337
15,1300,0.987908124923706,0.99945068359375,14910.037109375,0.024393230676651
16,1400,0.9864197969436646,0.99945068359375,14899.9873046875,0.019390420988202095
17,1500,0.9815362095832825,0.99945068359375,14876.4736328125,0.01769424043595791
18,1600,0.9840388894081116,0.99920654296875,14880.1767578125,0.018346918746829033
19,1700,0.9836298227310181,0.99957275390625,14879.638671875,0.01760515570640564
20,1800,0.983022153377533,0.99951171875,14885.1884765625,0.01901336945593357
21,1900,0.9798073172569275,0.99969482421875,14839.51953125,0.02065623179078102
22,2000,0.9797704219818115,0.9993896484375,14880.134765625,0.01900925114750862
