step,step,quant_error,codebook_utilization,codebook_perplexity,wasserstein_distance
1,0,268.81939697265625,0.0013427734375,1.4787404537200928,19.806222915649414
2,1,6.933976173400879,0.000732421875,3.8671391010284424,254326.078125
3,100,4.938024044036865,0.0009765625,15.786690711975098,20.35260009765625
4,200,4.842662334442139,0.0009765625,15.994344711303711,19.949636459350586
5,300,4.821352958679199,0.0009765625,15.998825073242188,19.95268440246582
6,400,4.823058605194092,0.0009765625,15.999317169189453,19.95340347290039
7,500,4.820112228393555,0.0009765625,15.999614715576172,19.958364486694336
8,600,4.822788238525391,0.0009765625,15.999436378479004,19.95457649230957
9,700,4.808964729309082,0.0009765625,15.999282836914062,19.952348709106445
10,800,4.820402145385742,0.0009765625,15.999420166015625,19.94867706298828
11,900,4.814066410064697,0.0009765625,15.999333381652832,19.948169708251953
12,1000,4.8213043212890625,0.0009765625,15.999622344970703,19.95539093017578
13,1100,4.820479869842529,0.0009765625,15.999553680419922,19.95429039001465
14,1200,4.828338623046875,0.0009765625,15.999215126037598,19.955398559570312
15,1300,4.81980562210083,0.0009765625,15.999512672424316,19.951814651489258
16,1400,4.819796562194824,0.0009765625,15.999565124511719,19.957029342651367
17,1500,4.804965972900391,0.0009765625,15.999526977539062,19.952598571777344
18,1600,4.812891960144043,0.0009765625,15.999160766601562,19.950777053833008
19,1700,4.827020645141602,0.0009765625,15.99910831451416,19.95315933227539
20,1800,4.823838710784912,0.0009765625,15.999577522277832,19.951000213623047
21,1900,4.810848236083984,0.0009765625,15.999638557434082,19.953792572021484
22,2000,4.819683074951172,0.0009765625,15.999320983886719,19.955486297607422
