step,step,quant_error,codebook_utilization,codebook_perplexity,wasserstein_distance
1,0,7.5867109298706055,0.2666015625,446.1510314941406,3.3758842945098877
2,1,5.439823627471924,0.251220703125,342.812255859375,3.3758842945098877
3,100,1.2584425210952759,0.64031982421875,7220.3369140625,3.3758842945098877
4,200,1.0992233753204346,0.93695068359375,12319.2529296875,3.3758842945098877
5,300,1.0520631074905396,0.99420166015625,14569.7314453125,3.3758842945098877
6,400,1.0536214113235474,0.9935302734375,14556.2451171875,3.3758842945098877
7,500,1.0551402568817139,0.99365234375,14548.72265625,3.3758842945098877
8,600,1.0544490814208984,0.99383544921875,14567.0908203125,3.3758842945098877
9,700,1.0532761812210083,0.99285888671875,14562.9375,3.3758842945098877
10,800,1.0544543266296387,0.99383544921875,14579.6689453125,3.3758842945098877
11,900,1.052934169769287,0.99420166015625,14546.3642578125,3.3758842945098877
12,1000,1.051509141921997,0.9942626953125,14555.3564453125,3.3758842945098877
13,1100,1.0510655641555786,0.99420166015625,14567.869140625,3.3758842945098877
14,1200,1.051124930381775,0.994140625,14561.0908203125,3.3758842945098877
15,1300,1.0519888401031494,0.99334716796875,14565.2158203125,3.3758842945098877
16,1400,1.0537718534469604,0.993896484375,14583.71484375,3.3758842945098877
17,1500,1.0516395568847656,0.9935302734375,14568.939453125,3.3758842945098877
18,1600,1.0520949363708496,0.994140625,14581.365234375,3.3758842945098877
19,1700,1.05107843875885,0.99267578125,14556.8837890625,3.3758842945098877
20,1800,1.0497809648513794,0.9940185546875,14579.3486328125,3.3758842945098877
21,1900,1.0513516664505005,0.994140625,14596.642578125,3.3758842945098877
22,2000,1.05472993850708,0.99456787109375,14587.0810546875,3.3758842945098877
