step,step,quant_error,codebook_utilization,codebook_perplexity,wasserstein_distance
1,0,2.8530924320220947,0.67230224609375,3735.787109375,1.7796297073364258
2,1,2.6984801292419434,0.69061279296875,3952.99365234375,1.7796297073364258
3,100,1.0516091585159302,0.9942626953125,14563.5771484375,1.7796297073364258
4,200,1.0559277534484863,0.99383544921875,14574.88671875,1.7796297073364258
5,300,1.0527182817459106,0.99420166015625,14570.494140625,1.7796297073364258
6,400,1.0538421869277954,0.994384765625,14573.830078125,1.7796297073364258
7,500,1.0539394617080688,0.99420166015625,14575.4423828125,1.7796297073364258
8,600,1.0529284477233887,0.99310302734375,14565.58984375,1.7796297073364258
9,700,1.0532963275909424,0.99365234375,14584.119140625,1.7796297073364258
10,800,1.052977204322815,0.9937744140625,14567.021484375,1.7796297073364258
11,900,1.0530519485473633,0.99395751953125,14539.318359375,1.7796297073364258
12,1000,1.0529025793075562,0.993896484375,14564.46484375,1.7796297073364258
13,1100,1.0501805543899536,0.994140625,14559.3271484375,1.7796297073364258
14,1200,1.0535608530044556,0.9942626953125,14577.0546875,1.7796297073364258
15,1300,1.0528020858764648,0.993896484375,14556.037109375,1.7796297073364258
16,1400,1.0544058084487915,0.99383544921875,14576.40234375,1.7796297073364258
17,1500,1.0530904531478882,0.99383544921875,14572.1064453125,1.7796297073364258
18,1600,1.053259015083313,0.993408203125,14565.271484375,1.7796297073364258
19,1700,1.0518767833709717,0.99346923828125,14563.8681640625,1.7796297073364258
20,1800,1.051026463508606,0.99298095703125,14537.626953125,1.7796297073364258
21,1900,1.0523169040679932,0.993408203125,14544.0615234375,1.7796297073364258
22,2000,1.0562976598739624,0.99371337890625,14570.078125,1.7796297073364258
